Date,Store_ID,Product_ID,Quantity_Sold,Unit_Price,Customer_ID,Total_Amount
2025-05-15,Store_9,Product_89,35.0,40.36,415a8e6f-cc47-4e43-9ebf-5e3db69ad40f,1412.6
2025-04-14,Store_12,Product_76,12.0,251.27,087bf262-e8a6-4a54-a024-97377d433b61,3015.2400000000002
2025-02-15,Store_9,Product_44,49.0,109.1,66214868-e99e-4928-9a7d-1b2035544e91,5345.9
2025-09-07,Store_13,Product_62,17.0,444.39,919870b3-ddea-4af7-80ec-f21efb68bab1,7554.63
2025-06-15,Store_6,Product_28,43.0,338.71,3aa6eebb-32ee-4403-852a-8a469d90c370,14564.529999999999
2025-09-03,Store_17,Product_25,47.0,460.97,4788ade4-5b3b-43bb-b542-6f465a9876b7,21665.59
2025-05-18,Unknown_Store,Product_2,5.0,277.01,951b9ef7-1ed4-42db-8871-044d0b450f32,1385.05
2025-02-06,Store_10,Product_96,23.0,442.05,c191e85a-fb4a-489e-911f-86da513ffac8,10167.15
2025-03-27,Store_20,Product_15,31.0,162.15,32be2d87-c007-49a2-90d3-3d9a5a886b6f,5026.650000000001
2025-09-01,Store_4,Product_74,9.0,482.27,1525b294-afe8-41b9-9ede-2017e7205f8c,4340.43
2025-01-29,Store_10,Product_41,40.0,341.26,b923fed0-2228-4899-a2c0-0d6699dca25a,13650.4
2025-02-11,Store_17,Product_42,13.0,429.2,970f5e46-dbb8-495c-95d5-2c76e8966db8,5579.599999999999
2025-07-06,Store_3,Product_26,3.0,293.07,86d39fae-1fbf-4910-b534-eb69cf66b6b3,879.21
2025-08-11,Store_20,Product_9,17.0,60.09,c3cdca5e-d27b-4061-b398-509d2d37b0f5,1021.5300000000001
2025-02-23,Store_11,Product_31,49.0,51.02,6720ee6b-a22f-431e-84a0-71745a57d9ef,2499.98
2025-05-25,Store_12,Product_98,13.0,19.65,3733b9d4-8050-46e7-a1d8-060791e8c320,255.45
2025-04-01,Store_16,Product_97,15.0,26.95,74d037d1-490e-4d0f-877b-1062baf681ff,404.25
2025-04-28,Store_18,Product_44,,452.04,c9b7accd-c489-4c79-a54a-ec6a4454dd50,15821.400000000001
2025-08-27,Store_5,Product_28,,278.83,055fe406-ff7b-4052-ae2d-04433e995edc,2509.47
2025-03-23,Store_20,Product_86,30.0,461.02,c3367405-50f0-42ad-8669-f1231cf497f6,13830.599999999999
2025-06-13,Store_13,Product_15,14.0,321.24,9fc6dafe-7a84-42c2-89b5-356e93919f66,4497.360000000001
2025-06-04,Store_3,Product_64,15.0,453.81,7b429841-bfa5-49cf-962d-a388e66a5a90,6807.15
2025-01-17,Store_13,Product_66,24.0,109.68,0f8fcc31-fa76-4d2c-80af-a440d1565212,2632.32
2025-05-22,Store_1,Product_16,8.0,315.25,d3cde36e-74a0-438f-a2ff-a90ad253de4b,2522.0
2025-07-26,Store_19,Product_88,48.0,460.04,eaa1043e-0f5a-4e42-88c2-7004322e4e9f,22081.920000000002
2025-07-21,Store_3,Product_81,29.0,247.28,41407593-559e-45a0-948d-ef8fa2783f34,7171.12
2025-01-24,Store_11,Product_28,,134.87,311dbc81-bed4-43a6-8049-d716cda2abfe,2157.92
2025-02-09,Store_2,Product_11,45.0,104.71,360637c2-13ef-40db-8fb8-2ca63482ca26,4711.95
2025-07-09,Store_8,Product_30,12.0,69.99,79399655-cada-4516-8571-95202e853259,839.8799999999999
2025-03-10,Store_4,Product_67,25.0,63.31,9a89b590-3e8f-4d65-9e73-d179c970d113,1582.75
2025-09-07,Store_8,Product_16,38.0,476.14,64e9320a-1de2-47d5-9c6c-e67cb7201aa4,18093.32
2025-06-17,Store_13,Product_86,1.0,334.45,a2bf56a3-f1a4-482f-b037-d87d7953d518,334.45
2025-02-14,Store_3,Product_93,13.0,328.1,3b656b81-b165-479f-aeb9-0046151f96db,4265.3
2025-02-15,Store_8,Product_17,23.0,324.65,980a7d30-bd23-45f2-8b5e-fd014370416a,7466.95
2025-05-23,Store_2,Product_29,23.0,411.01,8769515b-0e26-475f-acaf-c095683ffd13,9453.23
2025-01-03,Store_17,Product_76,22.0,129.08,38b4818d-3fdb-44f0-8bc2-ca13cc641815,2839.76
2025-04-04,Store_14,Product_82,34.0,329.51,5ba9c32a-1204-4270-911a-f48cb823dce4,11203.34
2025-02-16,Store_12,Product_96,42.0,170.9,e9f405ac-2798-4286-b7d4-17b1e6e97714,7177.8
2025-08-11,Store_7,Product_4,14.0,219.82,60035162-f3bc-4dd9-b56a-c217c3ef35d8,3077.48
2025-08-22,Store_14,Product_56,29.0,349.86,114c689c-3491-44af-8b1d-e26fb7e4a883,10145.94
2025-06-28,Store_15,Product_91,18.0,468.36,728604e2-0127-40bb-a071-4370fb20f45c,8430.48
2025-06-14,Store_15,Product_14,46.0,139.95,6bfb5dab-d6fd-431a-9d86-eeb2db3cecd4,6437.7
2025-08-27,Store_3,Product_34,1.0,435.78,acfdbb1b-40c1-4131-bb2f-5d6045d1f501,435.78
2025-08-06,Store_11,Product_1,34.0,320.89,7f1301b2-feb2-4ea6-ab37-c1e9b502671f,10910.26
2025-05-29,Store_17,Product_75,45.0,56.65,c0001b17-f3e2-4996-b148-59fad42f5876,2549.25
2025-05-02,Store_10,Product_42,0.0,151.96,62a7dd38-5af5-474f-9b2b-aad49a4237c2,0.0
2025-02-24,Store_15,Product_16,9.0,138.34,b530f531-e508-4ad4-b6d0-3e79cfc6470d,
2025-05-03,Store_20,Product_14,34.0,7.16,b9c45ef3-9306-4b56-aa9b-2be457ce2bb5,243.44
2025-05-09,Store_12,Product_70,,277.74,e6e532c5-6baf-49dc-ad90-e331f3dc5bae,5277.06
2025-01-01,Store_5,Product_19,8.0,444.66,196a8c99-6ef3-412c-aba2-409c26467afe,3557.28
2025-02-27,Store_18,Product_65,5.0,248.01,5ce659ad-c8c2-4bc4-bbb7-7159759c99c3,1240.05
2025-08-11,Store_13,Product_36,23.0,264.0,a6f05ecb-7992-4174-b591-6c547d0ce4dc,
2025-01-28,Store_14,Product_5,2.0,385.41,5b3e6f2f-7fa9-4cba-9af2-727925224edf,770.82
2025-04-02,Store_5,Product_72,38.0,339.95,b759fe44-b09a-41a6-9122-d8855c5d0923,12918.1
2025-05-06,Store_4,Product_11,39.0,205.99,eb026c5d-9339-44f2-9b7c-68a1ca68b2a6,8033.610000000001
2025-04-29,Store_12,Product_41,44.0,348.77,c4e34f3b-3756-4bbb-81ce-67a5bba60d3e,15345.88
2025-01-13,Store_10,Product_33,34.0,391.5,1244fcf6-60ac-48e5-8e12-b10fa0e7edaf,13311.0
2025-08-10,Store_6,Product_47,32.0,185.78,39025c2d-a210-42f4-a576-b09ceccd5fa0,5944.96
2025-04-05,Store_12,Product_44,0.0,369.32,b45cbb86-9a77-4de8-8603-a7883929a0e7,0.0
2025-05-12,Store_17,Product_41,16.0,205.22,09fe6898-fc80-489e-a500-a694d57e535f,3283.52
2025-05-16,Store_16,Product_60,12.0,65.96,75807d4e-a57b-4f0d-8a4c-983a70077a0a,791.52
2025-04-27,Store_2,Product_97,8.0,109.78,3b8f5415-974b-4964-b9b3-4d074cc911c4,878.24
2025-01-05,Store_1,Product_9,12.0,365.0,0eb4e155-f84f-4d04-92af-9f333a74ac7a,4380.0
2025-06-07,Store_20,Product_9,13.0,19.92,c6ac3f05-ef1d-429a-a630-9d775d09f373,258.96000000000004
2025-04-20,Store_11,Product_5,40.0,360.22,8086c1a4-2529-430f-be90-c9e1214a6a27,14408.800000000001
2025-08-17,Store_3,Product_52,14.0,343.29,dd7f754d-667d-4465-8bd8-982e0523e45e,4806.06
2025-09-01,Store_4,Product_20,38.0,180.88,0a1f16aa-9ebc-405f-a8bf-24ebcfc93aa4,6873.44
2025-08-21,Store_8,Product_48,25.0,465.5,5505780a-4c18-43fe-bbd5-595b01f8ff6c,11637.5
2025-07-05,Store_1,Product_85,48.0,174.87,f4d97843-c236-45b2-91c4-a1a81536669c,8393.76
2025-04-23,Store_3,Product_31,24.0,54.52,9a2b315f-6e92-4b9c-8db5-5bccef9e81d8,1308.48
2025-07-12,Store_2,Product_57,27.0,,f288d51b-5b61-42a4-8109-c76d68de1270,5354.910000000001
2025-03-23,Store_16,Product_44,29.0,264.5,17e634df-165e-4469-a8c0-328a928949a2,7670.5
2025-07-08,Store_7,Product_24,14.0,397.07,f676d20e-8d0b-4d20-8d42-5bc0041f5991,5558.98
2025-09-04,Store_9,Product_19,7.0,327.78,dd7d0a52-8cee-4ddf-aaec-08e80eb8c581,2294.46
2025-08-07,Store_2,Product_18,41.0,165.01,da2acc31-5d73-4f91-9f53-74a78cacd5f3,
2025-01-17,Store_17,Product_60,22.0,213.9,03951b75-7e05-40ba-8563-990e582b332c,4705.8
2025-05-18,Store_14,Product_65,14.0,135.26,5091d59d-3e0e-4c5b-9a85-876b1dcca59e,1893.6399999999999
2025-08-28,Store_17,Product_3,43.0,396.42,7bf67790-c872-48df-93ce-2d92dad39fb7,17046.06
2025-01-01,Store_18,Product_13,44.0,463.4,f4b47019-1c13-4022-a62f-a96e49e35326,20389.6
2025-07-26,Store_4,Product_9,2.0,265.73,5b08acf4-7179-4116-ba15-d572f8379f9d,531.46
2025-05-07,Store_12,Product_26,27.0,310.1,b6efbcad-76cf-4193-b5d5-1f1ce42620c5,8372.7
2025-06-23,Store_16,Product_37,22.0,472.56,c01941bd-93fb-42ac-8dac-fe0ba4baea01,10396.32
2025-08-07,Store_7,Product_7,34.0,8.87,08e0944d-956b-40bc-9057-9657b41053ed,301.58
2025-05-15,Store_5,Product_64,30.0,65.74,b07b4af7-51dc-4043-8090-866f744faef5,1972.1999999999998
2025-04-04,Store_6,Product_33,19.0,421.41,48aeda2c-2221-4ed4-b329-a82c53b86edc,8006.790000000001
2025-02-28,Store_13,Product_18,30.0,89.2,85fe0e02-27b6-47c3-96bd-cf8e6f814726,2676.0
2025-05-09,Store_2,Product_88,34.0,480.42,00e3f73c-77c0-41c5-8b67-415341ade44f,16334.28
2025-06-30,Store_12,Product_56,10.0,418.89,9f1dc352-4533-4022-9727-0776eef42572,4188.9
2025-09-03,Store_19,Product_3,32.0,196.16,487f7373-d742-4aa1-a369-c5f43fd8dae4,6277.12
2025-04-14,Store_13,Product_99,39.0,469.48,8690d924-99b2-45c0-a19b-ff597a07eb1c,18309.72
2025-07-20,Store_7,Product_52,17.0,149.51,74d9b8b0-e028-4559-97b7-45cd6649e386,2541.67
2025-06-08,Store_19,Product_51,1.0,238.16,7ebf7460-41ec-47b2-b39d-b8339bb42a64,238.16
2025-03-04,Store_13,Product_36,23.0,462.3,6c8d6c7a-b6fa-4def-bf0f-07cd2860a1d2,10632.9
2025-06-24,Store_10,Product_73,28.0,283.07,5d746fd5-d177-4f6a-a9ed-4043f212ae49,7925.96
2025-02-26,Store_1,Product_3,43.0,247.25,d360c5a3-569f-4b5f-b1df-71c5d057ffc1,10631.75
2025-06-17,Store_11,Product_63,21.0,113.88,71f398bb-6700-4f64-8da7-4a54dd9b5ee9,2391.48
2025-03-22,Store_16,Product_15,49.0,466.49,89fb966f-3aed-47a6-a4ec-2533a472cd05,22858.010000000002
2025-01-17,Store_7,Product_45,,462.62,747863da-5b9a-4bf2-9fe7-cc889252f9e5,12953.36
2025-07-09,Store_6,Product_13,18.0,201.08,6819481c-d204-49ce-af1a-b14fb6f17cd6,3619.44
2025-09-07,Store_7,Product_91,-1.0,288.52,61702838-0572-4ca6-b937-58d8ccde86eb,8078.5599999999995
2025-02-10,Store_2,Product_68,33.0,319.28,cfa361b3-1dbc-4e73-a5dc-25f514919d6f,10536.24
2025-06-24,Store_14,Product_86,4.0,429.85,9aea371d-ea12-470a-b337-a27754a2129c,1719.4
2025-03-02,Store_1,Product_62,28.0,22.42,919a7b9d-5556-49ab-8a95-967328e55d99,627.76
2025-08-30,Store_15,Product_18,33.0,72.46,e96788ff-9adb-460e-a9f8-a4a8ddf27ce4,2391.18
2025-03-11,Store_10,Product_97,47.0,144.45,6e225db8-6c55-444c-a274-c802cddc176c,6789.15
2025-05-25,Store_11,Product_72,21.0,38.26,d361809f-5da2-46b2-b6a8-10abbfad811e,803.4599999999999
2025-06-22,Store_18,Product_48,9.0,298.88,ac950493-327d-4a79-9780-4574de556e5e,2689.92
2025-06-18,Store_2,Product_82,12.0,79.11,d47a7b21-d7dc-447c-b939-209888a21edd,949.3199999999999
2025-04-20,Store_2,Product_76,31.0,232.42,0fd17114-61a4-4af1-ac8c-b57953f79312,
2025-01-28,Store_16,Product_55,36.0,366.11,cf5945d2-ef0c-4443-a7fb-b4e763f6ec30,13179.960000000001
2025-02-14,Store_10,Product_7,46.0,223.46,c3d648b2-cb16-495b-8468-d46874c20f6c,10279.16
2025-04-26,Store_5,Product_15,3.0,50.07,42a2b59e-ec17-4873-a577-c235eab0d6e2,150.21
2025-05-14,Store_19,Product_71,12.0,85.49,48c6f9ec-127c-4b42-9785-dec35f177bae,1025.8799999999999
2025-07-12,Store_5,Product_81,7.0,446.22,4b681134-dca3-4043-b203-c7f8de2a454f,3123.54
2025-08-17,Store_11,Product_59,49.0,5.12,cdc77586-3d4b-4bdc-818f-dfd38ede15f1,250.88
2025-04-28,Store_7,Product_21,32.0,209.1,c0e6e89c-cb14-419b-9c4f-d5f145825f5d,6691.2
2025-07-25,Store_4,Product_53,6.0,326.15,ed6575d6-6c11-47b9-b1b9-e9707d8f8032,1956.8999999999999
2025-08-04,Store_10,Product_88,24.0,452.8,fe400ce4-000b-4d1e-b492-39c77cd2f319,10867.2
2025-01-27,Store_15,Product_44,20.0,311.95,20361d3d-635c-4570-a7b7-5ebedaf1f514,6239.0
2025-06-03,Store_13,Product_50,2.0,298.39,5a218818-8ecb-48bf-bc38-e81a81eb494e,596.78
2025-02-05,Store_2,Product_91,10.0,207.87,80b71428-d300-44fc-8837-919a7ddd9982,2078.7
2025-04-06,Store_8,Product_92,5.0,116.09,ab04beea-7614-409a-8cdb-86db0dd33c13,580.45
2025-02-07,Store_5,Product_70,16.0,52.25,e161e86b-e194-441f-b70e-b7e564273ac3,836.0
2025-03-14,Store_16,Product_20,,53.34,9a07e7c9-0316-4105-9e68-8b65b3557152,853.44
2025-03-24,Store_10,Product_30,31.0,224.44,fd27a8d8-2465-4413-86db-3a9ff419587d,6957.64
2025-07-17,Store_2,Product_15,33.0,37.4,9e6dafba-08cc-4db8-ae83-d055c14b58d8,
2025-08-30,Store_19,Product_80,38.0,220.59,8bb70945-6f2b-413f-95ec-74f274f23f71,8382.42
2025-02-03,Store_20,Product_34,14.0,422.43,708956b0-df64-497d-98ef-e1dc0c75a828,5914.02
2025-05-19,Store_4,Product_47,1.0,356.59,ae7a0eda-1155-46bd-b4bd-51932bc8ddc6,356.59
2025-03-09,Store_18,Product_14,26.0,365.74,084d60ea-2ed9-425a-b73b-d548205e28f5,9509.24
2025-06-14,Store_11,Product_65,20.0,382.21,b9666658-2697-4401-9df3-bdd3d279e953,7644.2
2025-04-18,Store_12,Product_76,46.0,296.5,a42f8360-c9d5-47dd-b10a-9f16994b5a4e,
2025-01-21,Store_20,Product_64,39.0,90.68,d05adaf3-a016-4509-9f08-30ecf21dfe59,3536.5200000000004
2025-01-08,Store_12,Product_80,25.0,291.24,76b63372-82e7-4010-97dd-00a5eeb85fb2,7281.0
2025-04-27,Store_4,Product_41,29.0,207.16,2679af32-c7fa-43e2-b6ca-9d89bc42153f,6007.64
2025-07-21,Store_2,Product_24,10.0,431.53,5e241f82-d0b3-4c1a-b1ea-133b85805cfc,4315.299999999999
2025-07-12,Store_18,Product_32,17.0,476.22,670f12dd-b80b-4b99-aad2-abd8815a2e6b,8095.740000000001
2025-03-09,Store_18,Product_7,32.0,273.76,8e7359df-f863-431a-8c63-3799e5b86ac1,8760.32
2025-01-26,Store_12,Product_64,31.0,379.03,dd19a7ea-d908-46dd-b04b-cd95eab70a87,11749.929999999998
2025-08-21,Store_11,Product_8,40.0,124.6,7ddc5488-ea05-435f-a2d8-9c163d308fa4,4984.0
2025-01-12,Store_18,Product_95,20.0,366.36,0f71b1c2-65be-44d0-aa70-fed670686abf,7327.200000000001
2025-03-02,Store_18,Product_28,17.0,406.41,e4d92b0e-3184-488e-b553-e0f5a41bddd6,6908.97
2025-07-21,Store_15,Product_55,11.0,214.41,c17b0989-522e-4516-b1f4-1e178dfefc08,2358.5099999999998
2025-08-25,Store_18,Product_50,11.0,190.35,4f26257d-65c7-4ccc-b872-7d51f8feb652,2093.85
2025-08-20,Store_7,Product_54,0.0,192.55,2fe0f8c7-4740-4f02-ad19-8d6e5076a16d,0.0
2025-01-21,Store_4,Product_83,44.0,78.64,08d03fd3-5859-4c19-b6ff-82de0624c4e6,3460.16
2025-08-15,Store_13,Product_81,,,fc653320-b0c0-42f3-bef1-5c83f1e5b907,5458.53
2025-08-01,Store_8,Product_96,7.0,306.25,c49128f3-1e44-4bda-96d6-3e2519810b38,2143.75
2025-06-09,Store_2,Product_15,30.0,456.23,76024256-cf27-4ce8-b0fb-601e6da7f453,13686.900000000001
2025-01-03,Store_9,Product_96,46.0,417.5,8b959e38-0c7e-4979-9acc-ad927888c0ee,19205.0
2025-03-11,Store_12,Product_14,49.0,498.43,31807a6b-891f-4c05-8b36-84361233f0c8,24423.07
2025-07-13,Store_7,Product_24,44.0,419.35,38ce9622-00f1-4240-8e18-979410bb685c,18451.4
2025-06-24,Store_12,Product_92,44.0,356.96,06cb906e-0f83-47d8-81c8-4bb54f221f09,15706.24
2025-06-18,Store_8,Product_92,46.0,364.21,654b32e8-2267-4799-bd6e-7ff5aa77936e,16753.66
2025-05-24,Store_5,Product_49,1.0,181.5,e9148019-50f0-4c73-900c-a7c718711dc2,
2025-07-09,Store_9,Product_13,,471.16,9aef608a-c622-4acd-8252-b5635ea15f62,11307.84
2025-02-16,Store_10,Product_51,21.0,,7cc376bc-33f2-4d8c-ba56-eabdc9e3e121,3542.7
2025-05-05,Store_5,Product_26,3.0,83.18,f79d8cb6-927b-4130-ac9b-e8020915b461,249.54000000000002
2025-08-25,Store_15,Product_18,31.0,200.45,24616802-38da-457d-9d10-af93aef8d5e2,6213.95
2025-04-16,Store_17,Product_86,1.0,273.61,582d24c2-7d58-4ccf-ad87-4766247a64e7,273.61
2025-07-13,Store_1,Product_48,40.0,365.31,21c1c2ef-1bee-4e53-ab14-d0c273042934,14612.4
2025-07-15,Store_17,Product_20,20.0,42.79,59a5511e-aa87-47a0-a9e4-ba77679fcb35,855.8
2025-07-03,Store_3,Product_39,33.0,306.12,5aadffc8-1c19-4d03-a4f3-10854ba4fc9c,10101.960000000001
2025-01-04,Store_5,Product_83,32.0,463.76,45e92e80-09ab-4f39-8cca-ac080b5c790f,14840.32
2025-05-27,Store_10,Product_73,39.0,327.53,f58778eb-7ee4-4371-b138-bd32995d3e14,12773.669999999998
2025-06-26,Store_9,Product_28,29.0,463.44,1b2e6a5d-720a-498f-af8c-17282d8e623c,13439.76
2025-03-29,Store_1,Product_33,12.0,370.19,df60b2aa-cb8c-49c0-92b5-11444c59ed1e,4442.28
2025-07-10,Store_16,Product_48,22.0,321.28,1332f24f-258c-424a-9da1-0232f56f12f4,7068.16
2025-05-23,Store_13,Product_1,,367.71,670918d8-d0d2-42c9-8a89-7e2a55ee9950,16179.24
2025-02-28,Store_12,Product_100,33.0,499.11,0c0b4de4-d851-4a2e-a2ce-85242d9e8046,16470.63
2025-02-19,Store_11,Product_8,16.0,299.87,17684498-79e4-4164-ac14-d293782579b5,4797.92
2025-08-31,Store_6,Product_32,19.0,480.05,1a1f2c44-fe54-4827-8295-7ece0e57c57a,9120.95
2025-07-19,Store_3,Product_35,43.0,,8d466f09-46f2-4625-b7ce-9790ba3d7734,9196.84
2025-02-20,Store_19,Product_96,30.0,,f954c9f2-6c69-477e-852e-432fd12d8611,13876.8
2025-08-08,Store_10,Product_75,41.0,37.47,4bf7c7dd-6590-4877-86a1-87c6baec76f0,1536.27
2025-05-26,Store_7,Product_95,17.0,115.44,9fa72ac8-efdc-4c1f-8576-7310b99ec86b,1962.48
2025-06-24,Store_17,Product_35,22.0,436.43,c765a6ae-e0b3-4e73-a2df-1824ccecd68d,9601.460000000001
2025-03-27,Store_18,Product_69,30.0,391.14,87ae23d7-de28-4529-9921-0008cfd18389,11734.199999999999
2025-05-28,Store_4,Product_2,38.0,416.97,fb8a16c2-1b2c-485f-91a6-c350c87a5317,
2025-04-30,Store_16,Product_58,5.0,290.95,357a7380-4f50-496e-a7a4-c41ac279ead4,
2025-01-25,Store_4,Product_4,8.0,402.83,05078f2e-f5bd-49b4-a23e-d3934ab36c12,3222.64
2025-08-28,Store_16,Product_36,23.0,204.34,05a128ed-15ce-4aea-8fdc-efefee91fda8,4699.82
2025-01-01,Store_6,Product_61,17.0,196.52,54dfb520-5f52-4e9e-a3d5-7cabce562b3e,3340.84
2025-06-19,Store_6,Product_68,5.0,101.19,926824ec-0d46-47fe-9f36-400579299397,505.95
2025-05-10,Store_13,Product_39,1.0,219.03,a664d922-a049-423a-a9fd-7d33499fddd1,219.03
2025-01-04,Store_10,Product_87,48.0,79.75,05b41703-7412-416c-8a7d-18f2b284bd3f,3828.0
2025-03-11,Store_10,Product_23,29.0,97.22,01f66b9e-6974-4791-878e-b99fa941ff05,2819.38
2025-01-02,Store_18,Product_61,1.0,430.77,10d2f7bd-ad63-4cb3-95f5-29e101448164,430.77
2025-03-24,Store_14,Product_50,1.0,451.16,8b6003f9-06c1-4b13-abad-8b7d49f14917,451.16
2025-07-29,Store_4,Product_5,30.0,162.73,13cd73da-b2d8-40ae-87e8-d10be56b4bb5,
